skill_overlap,missing_skills,bert_similarity,resume_len,jd_len,skill_density,resume_skills,jd_skills,match_score,resume_text,jd_text
2,16,-0.02684353105723858,6,18,0.1111111111111111,"['api', 'c', 'css', 'huggingface', 'problem solving', 'r', 'tdd']","['agile', 'c', 'dart', 'databricks', 'etl', 'exploratory data analysis', 'git', 'go', 'graphql', 'integration testing', 'kafka', 'mongodb', 'mysql', 'probability', 'r', 'regression', 'slack', 'sql']",8.7,api css huggingface tdd problem solving,databricks integration testing probability regression slack databricks etl git kafka graphql aws exploratory data analysis agile mysql mongodb
4,11,0.281516432762146,15,16,0.26666666666666666,"['android', 'api', 'c', 'ci', 'cloudflare', 'css', 'data visualization', 'etl', 'go', 'java', 'mongodb', 'r', 'rest', 'rest api', 'tableau', 'visualization', 'vue', 'vue.js']","['ai', 'c', 'ci', 'data science', 'devops', 'git', 'github', 'gitlab', 'java', 'kafka', 'node.js', 'r', 'spark', 'tailwind', 'unit testing']",40.8,tableau r rest api cloudflare full-stack data visualization mongodb etl vue.js java css ci android,java gitlab devops data science scikit-learn unit testing tailwind data pipeline spark kafka node.js node.js github
2,9,0.36658427119255066,9,7,0.18181818181818182,"['c', 'colab', 'deep learning', 'html', 'java', 'matplotlib', 'ml', 'r', 'react', 'react.js', 'reactjs', 'spark']","['c', 'data visualization', 'express', 'gcp', 'git', 'jira', 'node.js', 'nodejs', 'python', 'r', 'visualization']",43.8,matplotlib spark html java colab react reactjs deep learning,python git gcp jira express nodejs visualization
2,6,0.0836687833070755,6,6,0.25,"['c', 'databricks', 'etl', 'jira', 'keras', 'next.js', 'pytorch', 'r', 'torch']","['c', 'mysql', 'oracle', 'php', 'r', 'sql', 'stable diffusion', 'tableau']",31.7,pytorch jira next.js etl keras databricks,php stable diffusion tableau oracle mysql
2,9,0.22483094036579132,13,9,0.18181818181818182,"['ai', 'angular', 'bdd', 'c', 'communication', 'flask', 'gcp', 'jquery', 'ml', 'nlp', 'oauth', 'r', 'test driven development', 'xml']","['git', 'github', 'mariadb', 'nlp', 'nltk', 'php', 'postgresql', 'python', 'r', 'sql', 'tensorflow']",36.7,xml test driven development bdd communication oauth nlp ai gcp jquery angular flask,tensorflow mariadb nlp tensorflow nltk postgresql github php python
2,8,0.12112725526094437,9,9,0.2,"['ai', 'c', 'c++', 'computer vision', 'elasticsearch', 'feature engineering', 'langchain', 'next.js', 'r', 'terraform']","['c', 'devops', 'go', 'google cloud', 'java', 'kafka', 'postgresql', 'python', 'r', 'sql']",32.1,langchain elasticsearch feature engineering computer vision next.js terraform c++,devops python kafka postgresql java data cleaning google cloud
3,13,0.21922282874584198,10,14,0.1875,"['ai', 'api', 'aws', 'c', 'c++', 'css', 'gcp', 'r', 'rest', 'rest api', 'statistics', 'tailwind', 'transformers', 'visualization']","['azure', 'c', 'cv', 'git', 'macos', 'mysql', 'nlp', 'node.js', 'pytorch', 'r', 'regression', 'rest', 'sql', 'test driven development', 'torch', 'typescript']",30.9,c++ css tailwind rest api aws statistics visualization transformers gcp,node.js test driven development pytorch rest azure mysql nlp cv typescript macos regression git
4,15,0.4073740243911743,18,19,0.21052631578947367,"['big data', 'c', 'deep learning', 'django', 'git', 'github', 'go', 'hadoop', 'heroku', 'linear algebra', 'macos', 'ml', 'next.js', 'oop', 'r', 'react', 'react native', 'seaborn', 'spark', 'xml']","['api', 'bash', 'big data', 'c', 'deep learning', 'gcp', 'mariadb', 'model evaluation', 'nlp', 'postman', 'r', 'rest', 'rest api', 'spring', 'spring boot', 'sql', 'sql server', 'statistics', 'windows']",45.6,django spark github react native big data deep learning xml mlops heroku next.js linear algebra seaborn macos hadoop,mariadb rest api bash nlp big data model evaluation statistics postman deep learning gcp sql server spring boot windows
4,14,0.4179757535457611,11,16,0.2222222222222222,"['backend', 'business intelligence', 'c', 'git', 'github', 'go', 'google cloud', 'machine learning', 'ml', 'model deployment', 'r']","['ai', 'azure', 'bdd', 'c', 'confluence', 'dbt', 'docker', 'eda', 'expo', 'gcp', 'go', 'jwt', 'machine learning', 'mongodb', 'r', 'redis', 'redux', 'tailwind']",41.3,machine learning mlops google cloud model deployment business intelligence backend github,tailwind redis confluence gcp docker bdd eda azure redux dbt machine learning mongodb jwt gcp expo
3,9,0.35256335139274597,13,8,0.25,"['c', 'deep learning', 'gcp', 'gensim', 'kafka', 'matlab', 'mern', 'numpy', 'powershell', 'r', 'react', 'trello']","['c', 'etl', 'llm', 'machine learning', 'matlab', 'mysql', 'netlify', 'next.js', 'power bi', 'powerbi', 'r', 'sql']",45.1,react deep learning numpy gensim trello gcp kafka matlab model serving powershell mern,matlab powerbi llm next.js machine learning netlify mysql
2,14,0.060681991279125214,6,14,0.125,"['c', 'hive', 'html', 'ml', 'nlp', 'oracle', 'r', 'react', 'rest']","['angular', 'ansible', 'bitbucket', 'bootstrap', 'c', 'calculus', 'computer vision', 'go', 'jira', 'jquery', 'kotlin', 'mongodb', 'next.js', 'notion', 'r', 'transformers']",15.4,nlp react rest hive html oracle,mongodb kotlin next.js angular transformers jquery notion bitbucket computer vision bootstrap ansible calculus jira
5,12,0.3829788565635681,19,14,0.29411764705882354,"['c', 'django', 'eda', 'etl', 'frontend', 'git', 'go', 'large language model', 'matplotlib', 'ml', 'mongodb', 'natural language processing', 'r', 'scrum', 'vercel']","['api', 'c', 'docker', 'go', 'html', 'linux', 'machine learning', 'ml', 'mongodb', 'postgresql', 'python', 'r', 'rest', 'rest api', 'sql', 'ubuntu', 'visualization']",48.0,scrum vercel etl frontend large language model git mlops mongodb django natural language processing eda data cleaning matplotlib ml,ubuntu python sql machine learning visualization rest api go linux html postgresql mongodb docker
5,13,0.3823464512825012,19,14,0.2777777777777778,"['amazon web services', 'bert', 'c', 'ci', 'etl', 'integration testing', 'netlify', 'node.js', 'nosql', 'notion', 'numpy', 'probability', 'python', 'r', 'sql', 'tls', 'typescript', 'zsh']","['ai', 'analytics', 'c', 'ci', 'dbt', 'dl', 'elasticsearch', 'langchain', 'mariadb', 'mysql', 'postgresql', 'r', 'ruby', 'sql', 'tailwind', 'tdd', 'tls', 'transformers']",47.5,bert notion integration testing node.js r numpy typescript netlify tls probability python data science zsh nosql amazon web services,dl postgresql langchain ruby mysql analytics tls mariadb elasticsearch ci tailwind dbt transformers tdd
4,13,0.3776792883872986,20,16,0.23529411764705882,"['analytics', 'api', 'c', 'ci', 'exploratory data analysis', 'expo', 'hadoop', 'java', 'javascript', 'large language model', 'linux', 'node.js', 'onnx', 'oop', 'powershell', 'r', 'scikit learn', 'scikit-learn', 'vercel']","['bash', 'big data', 'c', 'ci', 'computer vision', 'data science', 'express', 'flutter', 'html', 'html5', 'llm', 'ml', 'node.js', 'r', 'transformers', 'vue', 'xgboost']",45.9,exploratory data analysis large language model linux scikit learn node.js onnx analytics hadoop vercel javascript powershell api expo data science,html express data science transformers mlops llm flutter bash computer vision vue big data node.js xgboost
2,8,0.24975499510765076,9,7,0.2,"['ai', 'c', 'elasticsearch', 'jupyter', 'machine learning', 'postgresql', 'python', 'r', 'react', 'sql', 'tailwind']","['azure', 'c', 'ci', 'etl', 'java', 'javascript', 'ml', 'r', 'scrum', 'xml']",38.5,full-stack python tailwind postgresql machine learning react elasticsearch jupyter,ml azure scikit-learn javascript etl scrum xml
2,16,0.19132746756076813,9,17,0.1111111111111111,"['agile', 'android', 'azure', 'c', 'ci', 'data science', 'design patterns', 'html', 'html5', 'ml', 'r']","['c', 'cv', 'docker', 'eda', 'etl', 'flask', 'git', 'github', 'go', 'model deployment', 'mysql', 'oracle', 'penetration testing', 'postgresql', 'probability', 'r', 'sql', 'swift']",23.5,android design patterns agile azure data science aws html,oracle etl github penetration testing go cv probability docker model deployment flask swift eda github mysql postgresql
3,8,0.10558315366506577,7,9,0.2727272727272727,"['analytics', 'c', 'cross validation', 'dart', 'data analysis', 'data analytics', 'ml', 'nlp', 'r']","['c', 'collaboration', 'databricks', 'hadoop', 'ml', 'oop', 'project management', 'r', 'sklearn', 'tdd', 'xml']",29.0,data analytics keras ml nlp cross validation,sklearn hadoop r project management databricks xml collaboration tdd
3,11,0.3811802864074707,6,10,0.21428571428571427,"['c', 'dart', 'etl', 'mysql', 'node.js', 'oracle', 'r', 'seaborn', 'sql']","['ai', 'analytics', 'c', 'c++', 'dbt', 'go', 'mongodb', 'node.js', 'r', 'spring', 'spring boot', 'tableau', 'tailwind', 'vscode']",37.5,node.js etl seaborn dart oracle mysql,node.js dbt vscode mongodb analytics spring boot c++ tailwind tableau
2,8,0.3058379888534546,19,9,0.2,"['business intelligence', 'c', 'cassandra', 'ci', 'dart', 'heroku', 'matplotlib', 'model evaluation', 'nosql', 'penetration testing', 'r', 'regression', 'spark', 'sql', 'tableau', 'windows']","['c', 'etl', 'git', 'github', 'jenkins', 'llm', 'python', 'r', 'vue', 'vue.js']",41.3,heroku nosql r scikit-learn problem solving tableau windows model evaluation regression matplotlib dart business intelligence spark penetration testing cassandra,r github jenkins etl llm python machine learning vue.js
3,12,0.3548889458179474,8,15,0.2,"['c', 'gensim', 'hadoop', 'natural language processing', 'oop', 'postgresql', 'pytorch', 'r', 'sql', 'tensorflow', 'torch']","['c', 'cd', 'collaboration', 'etl', 'express', 'git', 'github', 'huggingface', 'java', 'jwt', 'matplotlib', 'natural language processing', 'powershell', 'r', 'zsh']",34.4,natural language processing tensorflow postgresql hadoop pytorch gensim,natural language processing express collaboration java zsh etl powershell cd github matplotlib github jwt huggingface
2,14,0.16867880523204803,6,13,0.125,"['c', 'gensim', 'java', 'kotlin', 'python', 'vscode']","['ai', 'angular', 'api', 'azure', 'c', 'expo', 'git', 'gitlab', 'java', 'javascript', 'jwt', 'model evaluation', 'r', 'terraform', 'torch', 'ubuntu']",21.4,gensim vscode kotlin java python java,model evaluation angular gitlab ai javascript expo jwt api azure ubuntu terraform torch
2,14,0.3523198366165161,19,19,0.125,"['c', 'design patterns', 'etl', 'git', 'github', 'netlify', 'neural networks', 'oracle', 'r', 'react', 'react native', 'sql', 'sql server', 'tensorflow', 'terraform', 'time series']","['ai', 'azure', 'c', 'c++', 'ci', 'exploratory data analysis', 'expo', 'go', 'google cloud', 'heroku', 'next.js', 'numpy', 'postman', 'r', 'tailwind', 'trello']",41.4,aws react native neural networks tensorflow oracle sql server devops react time series r github terraform design patterns netlify,heroku tailwind google cloud expo exploratory data analysis data analysis trello azure next.js c++ numpy devops postman scikit-learn expo
3,12,0.38665103912353516,17,15,0.2,"['c', 'ci', 'cloudflare', 'computer vision', 'expo', 'express', 'java', 'javascript', 'jwt', 'kotlin', 'onnx', 'r', 'seaborn', 'spacy', 'spark', 'ssl', 'tdd', 'visualization']","['analytics', 'c', 'css', 'css3', 'deep learning', 'django', 'go', 'kubernetes', 'model evaluation', 'mysql', 'node.js', 'owasp', 'r', 'sql', 'tdd']",45.3,express cloudflare pandas spark onnx ssl kotlin spacy data science javascript computer vision jwt seaborn visualization tdd,owasp mysql deep learning model evaluation analytics machine learning tdd node.js css3 kubernetes django sql
3,14,0.08757460862398148,13,11,0.17647058823529413,"['api', 'bdd', 'git', 'gitlab', 'java', 'kafka', 'linear algebra', 'mysql', 'r', 'ruby', 'spring', 'sql', 'zsh']","['ai', 'airflow', 'bdd', 'c', 'hadoop', 'java', 'javascript', 'jquery', 'node.js', 'nodejs', 'oop', 'r', 'react', 'react.js', 'reactjs', 'stable diffusion', 'vscode']",29.7,spring java zsh api mysql gitlab model serving ruby bdd kafka linear algebra,stable diffusion airflow bdd nodejs javascript c# hadoop reactjs vscode jquery
3,12,0.3231457471847534,19,18,0.2,"['big data', 'c', 'cd', 'ci', 'databricks', 'go', 'hadoop', 'machine learning', 'matplotlib', 'mongodb', 'neural networks', 'notion', 'onnx', 'oop', 'r', 'spring', 'spring boot', 'tableau', 'typescript', 'zsh']","['azure', 'backend', 'c', 'collaboration', 'devops', 'elasticsearch', 'html', 'html5', 'large language model', 'ml', 'r', 'react', 'react native', 'test driven development', 'zsh']",42.2,zsh neural networks matplotlib machine learning onnx mongodb tableau ci typescript big data spring boot notion hadoop ci/cd databricks,react native collaboration large language model devops model serving test driven development r backend azure html5 elasticsearch zsh
4,3,0.3572482764720917,12,6,0.5714285714285714,"['c', 'java', 'jira', 'large language model', 'power bi', 'powerbi', 'python', 'r', 'tdd', 'vscode']","['c', 'collaboration', 'java', 'nlp', 'r', 'react', 'vscode']",55.0,r data analysis large language model powerbi jira vscode python tdd java,nlp full-stack collaboration java vscode react
2,6,0.020955141633749008,11,6,0.25,"['bitbucket', 'c', 'databricks', 'django', 'docker', 'flask', 'go', 'huggingface', 'nlp', 'power bi', 'powerbi', 'r']","['c', 'computer vision', 'html', 'jira', 'ml', 'oracle', 'postman', 'r']",28.5,power bi flask docker huggingface nlp django problem solving bitbucket databricks,postman computer vision jira html oracle
1,9,0.12454600632190704,8,8,0.1,"['api', 'lightgbm', 'r', 'test driven development']","['c', 'ios', 'java', 'javascript', 'probability', 'r', 'spring', 'sql', 'sqlite', 'ssl']",29.2,api lightgbm test driven development data analysis api,probability ssl javascript ios unit testing spring sqlite
7,9,0.47100359201431274,18,14,0.4375,"['api', 'bash', 'bdd', 'c', 'c++', 'ci', 'databricks', 'gcp', 'model evaluation', 'mysql', 'node.js', 'oauth', 'r', 'react', 'react native', 'scrum', 'sql', 'tableau']","['agile', 'bitbucket', 'c', 'databricks', 'express', 'java', 'keras', 'ml', 'mysql', 'r', 'react', 'react native', 'slack', 'sql', 'time series', 'xml']",56.7,c++ api bdd model evaluation react native gcp bash scrum databricks mysql tableau data science aws node.js oauth,react native express bitbucket databricks r agile slack java mysql time series xml keras
4,11,0.39828163385391235,14,17,0.26666666666666666,"['azure', 'bdd', 'c', 'flask', 'jquery', 'keras', 'kubernetes', 'python', 'r', 'react', 'react native', 'react.js', 'reactjs', 'spring', 'windows']","['c', 'colab', 'dart', 'data engineering', 'encryption', 'flask', 'java', 'javascript', 'keras', 'nltk', 'node.js', 'onnx', 'r', 'test driven development', 'trello']",44.4,azure flask react devops react.js jquery keras react native spring kubernetes python bdd windows,data engineering javascript test driven development trello c# nltk encryption keras flask onnx node.js data pipeline colab
1,8,0.2731952667236328,18,9,0.1111111111111111,"['ai', 'c', 'ci', 'data science', 'docker', 'git', 'gitlab', 'go', 'google cloud', 'jira', 'jwt', 'jwt auth', 'langchain', 'linux', 'node.js', 'power bi', 'powerbi', 'pytorch', 'r', 'spacy', 'torch', 'typescript']","['bash', 'feature engineering', 'figma', 'hadoop', 'kafka', 'oop', 'postman', 'r', 'seaborn']",37.0,ai langchain powerbi gitlab node.js jira git data science typescript google cloud jwt auth linux pytorch docker spacy,feature engineering bash postman kafka figma hadoop seaborn kafka
2,8,0.3185848295688629,9,9,0.2,"['android', 'angular', 'c', 'etl', 'express', 'git', 'github', 'r', 'tableau', 'typescript']","['business intelligence', 'c', 'cd', 'expo', 'gcp', 'jquery', 'nlp', 'oauth', 'r', 'tdd']",41.9,github tableau etl typescript data wrangling android express angular,jquery business intelligence tdd expo gcp cd nlp oauth
2,16,0.3000251352787018,14,15,0.1111111111111111,"['c', 'cassandra', 'ci', 'deep learning', 'etl', 'jquery', 'jwt', 'mern', 'netlify', 'nltk', 'r', 'seaborn', 'tableau', 'vscode']","['api', 'c', 'c++', 'django', 'docker', 'encryption', 'go', 'java', 'javascript', 'json', 'kubernetes', 'model evaluation', 'power bi', 'powerbi', 'r', 'regression', 'spark', 'xgboost']",37.0,netlify deep learning model serving vscode jquery nltk jwt seaborn scikit-learn tableau mern cassandra,model evaluation kubernetes power bi django docker c++ regression xgboost javascript api encryption json spark
3,11,0.425788551568985,18,19,0.21428571428571427,"['bert', 'c', 'cv', 'databricks', 'deep learning', 'etl', 'git', 'go', 'google cloud', 'java', 'netlify', 'node.js', 'numpy', 'r', 'react', 'react native', 'spark', 'tableau']","['c', 'computer vision', 'cross validation', 'dart', 'data engineering', 'docker', 'html', 'jwt', 'keras', 'kotlin', 'ml', 'natural language processing', 'r', 'tableau']",46.7,bert netlify git problem solving databricks cv numpy tableau node.js google cloud react native deep learning java spark,data engineering r docker natural language processing keras html docker kotlin computer vision cross validation tableau full-stack html jwt
5,10,0.12658484280109406,20,12,0.3333333333333333,"['ansible', 'api', 'business intelligence', 'c', 'confluence', 'css', 'css3', 'docker', 'frontend', 'go', 'google cloud', 'linear algebra', 'ml', 'probability', 'r', 'rest', 'rest api', 'xml']","['api', 'bash', 'big data', 'c', 'ci', 'databricks', 'express', 'integration testing', 'mysql', 'r', 'rest', 'rest api', 'spring', 'sql', 'sqlite']",36.3,css problem solving c# redis linear algebra xml confluence frontend probability business intelligence ansible r rest api google cloud docker,rest api rest express bash mysql scikit-learn sqlite integration testing databricks spring
2,6,0.3122290372848511,18,8,0.25,"['amazon web services', 'c', 'django', 'express', 'flutter', 'go', 'java', 'javascript', 'jwt', 'jwt auth', 'matplotlib', 'model deployment', 'r', 'react', 'react native', 'seaborn', 'tableau', 'typescript']","['analytics', 'bash', 'bert', 'c', 'data analytics', 'flask', 'numpy', 'r']",43.1,javascript express jwt auth amazon web services django react native tableau javascript model deployment flutter seaborn typescript matplotlib,bert machine learning data analytics flask numpy bash
2,10,0.1809064894914627,8,11,0.16666666666666666,"['backend', 'c', 'ci', 'cv', 'html', 'ml', 'postgresql', 'r', 'sql', 'transformers', 'windows']","['angular', 'api', 'bootstrap', 'c', 'docker', 'frontend', 'mern', 'r', 'rest', 'rest api', 'seaborn', 'terraform']",28.6,backend cv html transformers postgresql windows data science,frontend rest api bootstrap seaborn terraform docker angular machine learning mern
2,15,0.2766888439655304,16,19,0.11764705882352941,"['analytics', 'c', 'data analytics', 'elasticsearch', 'etl', 'git', 'gitlab', 'natural language processing', 'netlify', 'node.js', 'r', 'react', 'react.js', 'reactjs', 'spark', 'spring', 'spring boot', 'vscode']","['c', 'cd', 'data visualization', 'feature engineering', 'gpt', 'java', 'javascript', 'jquery', 'neural networks', 'nlp', 'power bi', 'powerbi', 'python', 'r', 'rest', 'transformers', 'visualization']",34.2,spring boot elasticsearch vscode data analytics netlify node.js react etl spark gitlab reactjs natural language processing,cd python javascript transformers pandas rest python machine learning data visualization jquery neural networks powerbi gpt feature engineering nlp
